BIG ALI;Universal Party;3:49;4
Britney Spears;If You Seek Amy;3:31;6
Shontelle;T-Shirt;3:45;3
Rihanna;Russian Rulette;3:44;1
Enrique Iglesias;Tired Of Being Sorry;3:50;1
Michael Jackson;Leave Me Alone;4:23;1
Feel;Jest Juz Ciemno;3:29;1
R.I.O.;Shine On (Original Mix);5:57;1
Urszula;Rysa na szkle;4:32;3
Killer;Liar;3:39;3
Karmah;Just Be Good To Me [Radio Cut];3:53;3
KYLIE;Can't get you out of my head;3:48;2
Zucchero;Baila;4:6;1
Shaggy Feat Rik Rok & Tony Gold;Bonafide Girl;3:40;1
Tom Helsen;Sun In Her Eyes;2:58;8
Schiller Mit Heppner;Leben I Feel You;3:38;2
Mika;Relax, Take It Easy;3:34;6
Sugababes;About A Girl;3:25;4
Pixie Lott;Mama Do (Uh Oh Uh Oh);3:9;1
Kate Ryan;Evidemment;3:12;1
Danny And Sasha Strunin;Emely;2:56;2
Katerine;Treat Me Like A Lady;3:21;6
Mattara Vs Mendoza;Send The Message (Club Mix);4:15;1
Maria Mena;I Was Made For Lovin You;4:21;6
Pawel Kukiz;Odplyniesz Wielkim Autem;2:4;7
Take That;Everything Changes;4:16;2
04;05;4:7;8
Brainstorm;Maybe;3:49;4
Carlos Santana feat ALEX band of THE CALLING;Why Don't You & I;3:40;2
IRENE CARRA;FLASHDANCE (WHAT A FEELING);3:58;4
Smokie;Take Good Care Of My Baby;6:28;2
2 Plus 1;Video;4:13;2
Kobranocka;Kocham Cie jak Irlandie;4:49;2
SHANIA TWAIN;That Don't Impress Me Much;4:2;2
CELINE DION;Think Twice;4:2;1
Chesney Hawkes;The One And Only;3:18;2
Jermaine Jackson & Pia Zadora;When The Rain Begins To Fall;5:3;5
Starship;Nothing's gonna stop us now;4:23;2
Sophie Ellis Brextor;Music gets the best of me;3:18;5
Sasha feat. Young Dennay;I'm still waitin;4:38;1
Salt N Pepa;Twist And Shout;3:50;1
La Bouche feat.Melanie Thornton;In your life;4:4;1
Vir;Nie Wiem;6:49;1
Wilki;Slonce Pokonal Cien;3:50;1
Steve Miller Band;The Joker;3:22;1
Nina Simone;My Baby Just Cares For Me;3:49;1
Reni Jusis;Kiedys cie znajde;8:7;5
New Kids On The Block;Step By Step;4:32;2
Robbie Williams;Feel;3:33;1
Izabela Trojanowska;Wszystko czego dzis chce;3:50;6
Lady Pank;Tancz glupia tancz;5:37;2
Nina;I'm so excited;3:37;3
Sertab;Everyway that i can;2:46;1
perfekt;Bla,bla,bla;5:41;1
THE VINYLISTIC;I Remember You;3:16;3
LE ANN RIMES;Can't Fight The Moonlight;3:34;8
08;Sultans of swing;5:39;1
1 15 paula abdul;rush rush;6:24;1
LMC vc. U2;Take Me To The Clouds Above;2:48;1
Ellie Goulding;Guns And Horses;4:8;3
MATT BIANCO;MORE THAN I CAN BEAR;4:10;1
Erik Prydz;Call On Me;2:40;1
BRODKA;Dziewczyna Mojego Chłopaka;3:16;2
Lutricis McNeal;Stranded;5:8;1
BUS STOP;Kung - Fu Fighting;5:7;1
Roxa;A Ona Tanczy;3:10;9
Ben E. King;Stand By Me (Stand By Me);2:48;2
Beach Boys;Kokomo (Cocktail);3:29;1
21;mambo no 5;5:32;2
A HA;The sun always shines on tv;4:48;7
Beach Boys;California Dreaming;4:32;8
CHRIS ISAAK;Blue Hotel.mp3;3:8;5
Perfect;Ale w kolo jest wesolo;3:50;2
UB40;Fallin in Love With You;3:12;4
The Creatures;Maybe One Day;4:53;1
SANDRA;LOREEN;4:45;2
James Brown;I Feel Good;2:45;4
Gordon Haskell;All in the Scheme of Things;4:41;1
Fine Young Cannibals;She Drives Me Crazy;3:25;5
ZOO;Romantyczna gra;4:1;7
Muniek;Swiety;3:33;36
07;Stachursky _ Nie Wierz Nigdy Kobiecie;5:4;1
robert gawlinski;grzesznicy;3:16;5
Edyta Geppert;Szukaj Mnie;3:40;2
Ellie Goulding;Wish I Stayed;3:40;3
Maleo Reggae Rockers;Serca Nie Oszukasz;3:37;7
Mezo Tabb Kasia Wilk;Sacrum;4:13;1
Feel;Rzeka Marzen;3:25;4
Tomq;Jestes;2:59;4
Justyna Steczkowska;Tu I Tu;6:15;4
YUGOTON & KUKIZ;O nic nie pytaj;4:15;1
one republic;secrets;3:43;19
Eliza Doolittle;Skinny Genes;3:4;9
LENKA;Don’t Let Me Fall;4:58;3
Slowinska, Szomanska;Radwan, Branny, Miecznikowski;3:38;1
Pussycat Dolls;Perhaps, Perhaps, Perhaps (Bonus);4:59;3
Girls Aloud;I'll stand by You;3:40;2
Kasia Kowalska;Domek Z Kart;3:51;1
Eros Ramazzotti;La Nostra Vita;4:9;2
Gavin Degraw;Chariot;3:50;1
Justyna Steczkowska;To moj czas;3:20;3
kasia wilk;do kiedy jestem;3:47;8
Ai No Corrida (Cha;cha);2:26;4
Kombii;Pokolenie;4:19;3
Danny;Emily (Feat Sasha Strunin);2:53;6
Alesha Dixon;Breathe Slow (Cahill Radio Edit);3:24;6
Robbie Williams;Morning Sun;3:46;1
Stayin' Alive (Samba);5836;2:24;3
Kerli;Walking On Air (Radio Edit);3:39;1
BRYAN ADAMS;Here I am;3:49;1
One Republic;Say (All I Need);3:47;1
Sugababes;Ugly;3:42;1
Alexander Rybak;Funny Little World;3:45;12
Chmury;Myśli Jak Chmury;3:48;3
Green Day;Last of the American Girls;3:38;11
Ive Mendes;Be With Me Tonight;3:51;10
Jan Bo;Miłości żar;3:20;6
Mary J Blige;I Am;3:25;1
OCEANA;La La;3:15;7
Charlotte Gainsbourg;Time of the Assassins;2:44;4
Poluzjanci;Prosta Piosenka;3:37;5
Saint Lu;Don't Miss Your Own Life;4:19;7
Oomph!;Ready Or Not (I’m Coming);3:16;4
Mary J Blige;Each Tear feat. Jay Sean;4:12;4
Nikki  Rich;Next Best Thing;2:53;6
Delphic;Halcyon;4:43;2
Plastic;Not So Sad Story;3:22;3
2 PAC;Changes;4:25;4
3 DOORS DOWN;Here Without You (Away From The Sun);3:46;11
4 NON BLONDES;What's Up;4:48;4
ALANIS MORISETTE;Ironic;3:35;9
ALLISHA'S ATTIC;I Am, I Feel;3:55;4
ANASTACIA;Welcome To My Truth;4:5;3
WUWU & KASIA NOSOWSKA;Nim Stanie Się Tak;3:50;1
10000 MANIACS;Because The Night;3:28;16
ALPHAVILLE;Big In Japan;3:42;2
BRITNEY SPEARS;Toxic [radio cut];3:7;5
EDYTA BARTOSIEWICZ;Skłamałam;4:54;9
GABRIEL FLESZAR;Gdy Oszalał Świat;2:56;7
GLORIA GAYNOR;I Will Survive;4:47;10
K;MARO;4:8;3
2;4 Grooves;3:27;2
Alex B;I Need A Hero [Radio Edit];3:4;3
Agnieszka Wlodarczyk;To On;3:39;3
Alex C Ft. Yass;Doktorspiele;3:28;2
Alicia Keys;Like You'll Never See Me Again (Johnny Rockstar Remix);3:48;5
Fragma;Tocas Miracle (Inpetto Edit);3:26;3
Andrzej Piaseczny;15 Dni;3:22;4
Alizee;Fifty Sixty;3:40;3
Amy Macdonald;This Is The Llife;3:1;10
Garou;Burning;3:15;4
Ania Szarmach;Wybieram Cię [Opole Version];3:3;3
Arash Feat Rebecca;Suddenly;3:15;5
Hucknall;Tribute To Bobby;3:15;4
Anna Wyszkoni Feat Video;Soft;2:46;5
Ashanti;The Way That I Love You;3:50;6
Atb;Justify [Airplay Guitar];3:41;5
Ingrid & Stachursky;I Love;3:21;4
Bajm;Krotka Historia;3:44;6
Avril Lavigne;The Best Damn Thing;3:6;5
Basshunter;Now You're Gone [Fonzarelli Radio Edit;3:9;4
Isis Gee;For Life;2:59;4
Bartek Wrona;Barwy Szczęścia;2:57;4
Blank & Joens;Miracle Cure (Radio Mix);3:44;4
Bob Sinclar & Steve Edwards;Together;3:23;6
James Blunt;Carry You Home [Radio Edit];3:43;5
Blue Cafe;Niewiele Mam;3:35;5
Bon Jovi;Whole Lot Of Leavin;4:12;7
Janet;Feedback;3:53;5
Doda;Nie Daj Sie;2:58;7
Britney Spears;Break The Ice;3:11;4
Bryan Adams;I Thought I'd Seen Everything;3:53;4
Jamie West;Venus;3:0;4
Jason Mraz;I'm Yours;3:27;5
Jay Sean;Ride It;3:6;5
Jesse Mccartney;Leavin';3:34;4
Cascada;What Do You Want From Me [Radio Mix];2:44;4
Celine Dion;Alone;3:20;5
Cherish;Killa (Feat_ Yung Joc);3:48;5
Janusz Radek;Kiedy U... Kochanie;4:27;5
Chris Brown;With You;4:7;4
Cj Stone;Be Loved [Sunrise Single];3:18;4
Colbie Caillat;The Little Things;3:42;5
Hurt;Lecę Ponad Chmurami;2:50;5
Craig David;6 Of 1 Thing;3:43;4
Danni Minogue Vs Jason Nevins;Touch Me Like That [Radio Edit];3:21;4
Danny;Tokyo [Remix Radio Edit ];3:5;4
Goya;Dobre Sny;3:13;4
Danzel;Clap Your Hands [Radio Edit];3:7;4
David Guetta;Delirious;4:27;4
David Jordan;Sun Goes Down;6:32;4
Donna Summer;Stamp Your Feet;3:34;5
Kanyewest Feat. Chris Martin;Homecoming;3:21;4
Jordin Sparks Duet With Chris Brown;No Air [Single Version];7:33;5
Dr Alban & Melissa;Habibi;3:27;6
E;Type;3:35;5
Kasia Cerekwicka;Nie Ma Nic;3:20;5
Edi Ann;Lovin' U;2:55;4
Elin;Speak 'n Spell;3:17;4
Kasia Klich;Porcelana;3:46;5
Eros Ramazzotti;Ci Parliamo Da Grandi;3:44;4
Kat Deluna;Run The Show (Featuring Busta Rhymes);3:28;4
Kate Ryan;Ella Elle L'a [Radio Edit];3:3;4
Kelly Clarkson;Don’t Waste Your Time;3:31;4
Kelly Rowland;Work (Freemasons Remix) [Radio Edit];3:7;5
Kleerup Featuring Titiyo;Longing For Lullabies;3:46;7
Ewa Farna;Tam Gdzie Ty;3:45;4
Kurt Nilsen;Push Push;3:12;5
Laurent Wolf;No Stress;3:19;4
Kombii;Awinion;4:4;5
Lene Alexandra;Hot Boy Hot Girl;3:26;4
Lucky Twice;Lucky;6:20;4
Lumidee Feat Shaggy;Feel Like Makin' Love;3:38;4
Mans Zelmerlow;Miss America;3:33;4
Marcin Rozynek;Nigdy Nie Patrz W Dół;3:23;4
Mariah Carey;Bye Bye;4:18;4
Maroon 5;If I Never See Your Face Again;3:13;5
Marquess;La Vida Es Limonada;3:23;8
Michał Bajor;Nie znajdą nas;3:17;4
Matt Pokora Feat  Timbaland And Sebastian;Dangerous;4:40;4
Mattafix;Angel;4:6;5
Melanie C;This Time;3:22;5
Małgorzata Ostrowska;Wiara To Skrzydła;3:14;4
Michael Jackson With Will I Am;The Girl Is Mine 2008 [Club Remix];3:21;4
Mika;Lollipop;3:0;4
Monrose;Strike The Match;2:51;4
Mezo & Paula;Obudź Się;3:42;4
Natasha Bedingfield Feat Sean Kingston;Love Like This [Duet With Sean Kingston];3:41;5
Nate James;High Times;2:13;5
Akcent;Kylie;4:50;4
05;05;3:25;11
JOHN WAITE;Missing You [album edit];4:19;1
LARA FABIAN;I Will Love Again;3:40;1
MADONNA;Sorry;8:20;3
MEAT LOAF;I Would Do Anything For Love;5:8;1
Bonnie Tyler;If You Were A Woman;5:0;2
Rod Stewart;Some Guys Have all the Luck;4:21;4
Cher;Believe;5:6;6
Anastacia;I`m Outta Love;4:3;3
Ace Of Base;Life Is A Flower;3:41;3
MADONNA;True Blue;4:5;3
01;Pride (In The Name Of Love);3:42;3
A;Teens;3:43;4
Safri Duo feat.Clark Anderson;All the people in the world;6:19;2
Kasia Kowalska;To Co Dobre;3:11;7
Bob Marley;Could You Be Loved;4:52;4
Billy Joel;Greatest Hits Volume II 1978;4:13;3
Sonique;Can't Make Up My Mind;3:41;2
Bee Gees;Stayin_ alive;4:47;9
Brathanki;W kinie, w lublinie;3:23;2
Smokie;Lay Back In The Arms Of Someone;3:50;1
ZZ Top;Gimme All Your Lovin';3:51;12
New Londonbeat;I've been thinking bout you;5:25;3
Timbaland & Katy Perry;If We Ever Meet Again;8:30;3
Tiësto & Nelly Furtado;Who Wants to Be Alone;4:32;3
Lady Gaga & Beyonce;Telephone;3:42;6
Fatum;Mania szybkości '93;1:45;1
Ireneusz Dudek;Ou, sza la la la;2:46;2
Calling America;ELO;3:44;3
KRZYSZTOF KRAWCZYK & EDYTA BARTOSIEWICZ;Trudno Tak...;4:16;4
Annie Lennox;There Must Be Angel (Playing With My Heart);4:52;1
MADONNA;Papa Don't Preach;3:53;5
Elthon John;Sacrifice;5:26;3
Kasia Stankiewicz;Saint Etienne;3:52;1
Bangles;Walk like an Egyptian;3:17;3
Garou;Et si on dormait;3:33;1
Pet Shop Boys;Suburbia;3:55;2
Berlin;Take My Breath Away;5:12;3
Shakira;Whenever, wherever;3:12;3
Twoface;Fire In Your Eyes (Ay Ay);3:53;2
Perfekt;Nie placz Ewka;6:37;1
R Kelly;Step In The Name of Love;5:5;1
Ellie Goulding;This Love (Will Be Your Downfall);3:53;3
Wanda I Banda;Nie Bede Julia;3:33;3
Paid my dues;Anastacia;3:18;3
Nutbush city limits;T.Turner;3:8;3
Daniel Bovie;Love Me;3:11;1
Sharam Featuring Daniel Bedingfield;The One;4:20;1
Andrzej Piaseczny;Gdybym Nie Zdążył;3:27;1
Anna Figiel;Myśl o Tobie;3:3;2
Ania;Nigdy Wiecej Nie Tancz Ze Mna;2:59;6
Magda Steczkowska;Cuda (Radio Version);6:12;8
VARIUS MANX;Maj;3:46;11
Doda;Rany;3:29;3
Marcin Rozynek;Z Kolekcji Wiosna 2009;3:31;2
Strefa Czasu;Ja i Ty;5:47;1
Volver;Jak Wulkan;3:42;4
Sasha;Ucisz Moje Serce (radio version);3:1;1
ARTUR GADOWSKI;Szczęśliwego Nowego Jorku;4:14;10
Blue Cafe;Kochamy Siebie;4:14;1
DE SU;Życie Cudem Jest;4:46;4
Budka Suflera;V Bieg;5:6;1
Sean Kingston;Fire Burning (Radio Edit);3:53;3
Halina Kunicka;Orkiestry Dete;8:4;1
One Republic;All The Right Moves;3:55;3
OCEANA;La La (Album Version);3:16;4
Michael Buble;Cry Me a River;4:34;3
Czerwone Gitary;Matura;2:54;1
De Mono;Żyj tylko chwilą;4:36;2
Mariah Carey;Obsessed (Super Clean Version);3:59;1
Marit Larsen;If a Song Could Get Me You;3:26;3
Beyonce Knowles;Crazy In Love;3:52;1
Black Eyed Peas;I Gotta Feeling (Radio);4:4;3
Blog 27;Cute (I'm Not Cute!);3:31;2
Ellie Goulding;Ill Hold My Breath;4:7;3
Charlotte Perrelli;Bullet;4:14;1
Kasia Wilk;Idealni;3:50;2
Demi Lavato;La La Land (Radio);3:12;2
Aqua;Back To The 80'S;3:37;3
Josef Hedinger;About Being Alone;4:27;1
The Parlotones;I'm Only Human;3:58;12
Lady Gaga;Paparazzi (Radio Edit);3:31;3
Reni Jusis;Magnes [Radio Edit];6:15;2
LIMP BIZKIT;Behind Blue Eyes;4:26;4
JAMIROQUAI;Cosmic Girl;3:58;5
BORYSEWICZ & KUKIZ;Jest Taki Dzień;4:18;3
FATBOY SLIM;Praise You;5:22;3
EDYTA BARTOSIEWICZ;Zabij Swój Strach;4:10;3
JOE COCKER;What Do I Tell My Heart;4:47;5
CELINE DION;The Power Of Love;4:27;1
INXS;Never Tear Us Apart;2:55;1
IRA;Bez Ciebie Znikam;3:53;1
DONNA LEWIS;I Love You Always Forever;3:52;1
COUNTING CROWS;Accidentally In Love;3:6;3
CHRIS DE BURGH;Lady In Red;4:4;1
CARLOS SANTANA & DAVE MATTHEWS;Love Of My Life;5:40;1
BRYAN ADAMS;Everything I Do (I Do It For You);6:21;2
BEE GEES;How Deep Is Your Love;3:35;1
BAJM;Miłość I Ja;4:55;1
AEROSMITH;I Don't Want To Miss A Thing;4:45;4
LADY PANK;Zawsze Tam Gdzie Ty;4:18;6
LEONARD COHEN;Dance Me To The End Of Love;4:30;2
KOBRANOCKA;Kocham Cię Jak Irlandię;4:50;2
EDYTA BARTOSIEWICZ;Miłość Jak Ogień;3:33;1
MEAT LOAF;I'd Do Anything For Love (But I Won't Do That);5:13;1
NICK CAVE & KYLIE MINOGUE;Where The Wild Roses Grow;3:52;1
PHIL COLLINS;Can't Stop Loving You;5:2;1
Ira;Nie Daj Mi Odejsc;4:18;1
Habakuk;Wedrowka Z Cieniem;3:58;9
Guns N' Roses;November Rain;8:53;4
Pink Floyd;Money;6:17;4
Red Hot Chili Peppers;Scar Tissue;3:33;4
Formacja Nieżywych Schabuff;Ławka;3:17;6
Cream;Crossroads;4:11;4
Doors;Light My Fire;7:3;4
Hurt;Zaloga G;3:20;3
Richard_Cheese;Personal_Jesus;2:9;1
LIPALI;Upadam;3:17;10
Budka Suflera;Twoje radio;5:11;3
FIVE;Keep On Movin';3:10;3
Pj Harvey;When Under Ether;2:21;1
Proletaryat;Byc, Czy Byc;3:58;1
Chikenfoot;My Kinda Girl;4:30;2
PRINCE;Purple Rain;5:32;3
SHANIA TWAIN;Ka;3:10;2
THE BANGLES;MANIC MONDAY;3:7;1
YES;Owner Of A Lonely Heart;4:21;2
Harlem feat Jurek Styczynski;Przywitaj ze mna nowy dzien [radio edit];3:16;1
ROBBIE WILLIAMS;Supreme;3:58;5
Skunk Anansie;Because of You (Radio Version);3:45;1
06;05;2:46;7
A R Rahman & The Pussycat Dolls Ft Nicole Scherzinger;Jai Ho (You Are My Destiny);3:48;1
Foreigner;When It Comes to Love (Radio Edit);3:25;1
Garou;Stand Up [Radio Edit];3:36;3
Aneta Figiel;Myśl O Tobie;3:12;1
Mans Zelmerlow;Cara Mia;4:7;4
NADIYA;Parl;3:59;1
Monrose;Even Heaven Cries;4:55;2
Ne;Yo;3:53;4
Papa D;Bezimienni;4:10;5
Natalie Imbruglia;Want;4:20;2
Anita Lipnicka;Wszystko się może zdarzyć;8:20;1
NELLY FURTADO;On The Radio (Remember The Days);4:43;2
OCEANA;Pussycat on a leash (Album Version);5:58;2
Anna Maria Jopek & Pat Metheny;Tam Gdzie Nie Siega Wzrok;4:38;1
Paloma Faith;New York;3:45;2
Edyta Geppert;Władza;3:5;1
Lady Gaga;Bad Romance (Radio Edit);4:28;4
Leona Lewis;Happy (Jason Nevins Remix Edit);8:37;4
skaldowie;wszystko mi mowi, ze mnie ktos pokochal;3:50;2
Overseas;Sweet Paradise [Original Radio Edit];3:46;1
Sny;Odplyne W Cisze;3:21;8
Keri Hilson;I Like (Jost & Grubert Radio Mix) (Jost & Grubert Radio Mix );3:38;16
The Pussycat Dolls;Perhaps, Perhaps, Perhaps (Bonus);2:14;2
Czerwone Gitary;Ciągle Pada;3:39;2
Saragossa Band;Sun Of Jamaica;4:12;3
04;Maryla Rodowicz;4:17;1
zbigniew wodecki;znajdziesz mnie znowu;17:46;1
The Killers;Human;4:41;2
u2;i still haven't found what i'm looking for [live];8:7;1
Reni Jusis;Kiedyś Cię znajdę;3:45;1
Juanes;Volverte A Ver;3:37;2
Mika Urbaniak;In My Dreams;3:43;2
Natasha StPier;Linstant;3:59;3
Jennifer Hudson;Spotlight;4:7;3
The Lost Fingers;Careless Whisper;4:53;5
MARCIN ROZYNEK;Ślepy los;3:19;4
Yugopolis & Maciej Malenczuk;Gdzie Sa Przyjaciele Moi;3:45;3
Feel;Pokaz Mi Niebo;3:45;1
ANIA;Inna;3:52;2
kasia kowalska;cos optymistycznego;3:23;1
11;Stachursky _ Zacznij Od Bacha;3:11;1
EDYTA BARTOSIEWICZ;Boogie, Czyli Zemsta Słodka Jest;4:11;3
Budka Suflera;Zgubiłem Cię;3:43;1
PATRYCJA MARKOWSKA;Z Twoich rak;3:56;1
Piasek;Kocham dwie;3:45;1
Lukasz Zagrobelny;Zycie Na Czekanie;3:46;2
Bracia;Jeszcze Raz;3:9;4
Farba;Ostatnia noc;2:55;15
Ania Wyszkoni;Z Ciszą Pośród Czterech Ścian;3:43;1
Travie McCoy;Billionaire;3:3;1
HOOBASTANK;The Reason;3:46;5
KOWALSKI;KOCHAM CIEBIE;3:17;1
VARIUS MANX;WSTYD;4:17;1
MICHAL BAJOR;Taka milosc;4:15;1
04;Stachursky _ Na Falochronie;5:0;1
Alesha Dixon;To Love Again;3:41;2
LUTRICIA MC NEAL;Perfect love;3:26;3
1 Plus 1;Off The Wall;4:4;1
Agnieszka Chylińska;Nie mogę Cię zapomnieć;3:56;1
Anthony Moon;Its Over;4:2;2
Black Eyed Peas;Meet Me Halfway;4:38;1
Daniel Bovie & Roy Rox;Love Me;3:7;1
Dave Darell;Children;3:2;6
Guru Josh Project;Infinity 2008;5:10;2
He Pussycat Dolls;When I Grow U;4:10;1
Jay Delano;Here Comes The Sun;4:1;2
K.A.S.A;Piekniejsza;3:14;1
Kat Deluna;In The End;3:16;1
September;Cry For You;2:36;3
Sylwia Grzeszczak And Liber;Co Z Nami Bedzie;3:10;1
2 Unlimited;No Limit;3:43;1
TECHNOTRONIC;PUMP UP THE JAM;5:26;1
Paul Mc Cartney;Hope of;3:5;3
Brodka;Miałeś Być;3:22;9
Backstreet Boys;Just Want You To Know;3:49;2
R.I.O.;When The Sun Comes Down(Radio Mix);3:20;2
Bob Sonic Feat Mary M;Sunny 2005;3:55;2
Regi & Danzel;What Is Life;2:56;2
Bon Jovi;Have A Nice Day;3:37;2
Celine Dion;Tous Les Secrets De Ton Coeur;2:39;2
Danzel;You Are All of That;3:1;2
Deep Dish;Say Hello [Radio Version];3:2;3
Dj Bobo;Pura Pasion;4:18;2
Electric Six;Radio GaGa;8:30;3
Edyta Gorniak & Mathplanete;Lunatique;3:38;2
Gorillaz;Dare;3:31;2
Goya;Smak Slow;3:36;4
Gwen Stefani;Cool;3:0;3
In-Grid;Qui;2:56;3
Big Mountain;Baby I Love Your Way;4:10;4
2 plus 1;winda do nieba;4:22;2
4THECAUSE;Stand By Me;3:42;2
Bloodhound Gang;The Bad Touch;4:18;2
Bon Jovi;Always;5:43;2
Destinys Child;Surviver;4:12;2
Dr.Alban;It`s my life;3:59;2
JOAN JETT;I Love Rock & Roll;2:52;3
Eros Ramazotti;Piu' Bella Cosa;4:20;2
Eric Clapton;Change The World;3:27;2
AC DC;Thunderstruck;4:50;4
Faithless;God Is A DJ;3:27;1
Genesis;I Can't Dance;3:46;2
Hey;moja_i_twoja_nadzieja;4:38;1
Janet Jackson;All 4 U (New Single);4:10;1
Jennifer Lopez;Let's Get Loud;3:57;3
Lenny Kravitz;American woman;4:8;1
Leanne Rimes;Cant Fight the Moonlight;3:33;2
Magma;Aicha;3:24;3
Metallica;Whiskey_In_The_Jar;4:58;2
The Corrs;Breathless;3:19;3
Alizee;Moi...Lolita;4:17;3
BLONDIE;Maria;4:31;4
Bob Sinclar Feat Gary 'nesta' Pine;Love Generation;3:18;2
BONEY M;Rasputin;4:22;5
EROS RAMAZOTTI & TINA TURNER;Cose Della Vita;4:14;3
Doop;Doop;2:53;2
Zakopower;Na Siedem;3:23;3
Wilki;Love Story;3:15;6
Velvet;Fix Me [Radio Edit];3:2;2
Vinylshakerz;Forget Me Nots;3:13;2
The Disco Boys Feat Manfred Mann's Earth Band;For You;3:31;1
Sexbomba;Nel Blu Di Pinto Di Blu;3:7;2
Roxette;Reveal;3:35;3
Robert Chojnacki I Krzysztof Kiljanski;Poranna Nostalgia;4:10;1
Rod Stewart;It’s A Heartache;3:23;2
Bill Haley & His Comets;Rock Around The Clock;1:58;5
Ottawan;Crazy Music;5:23;1
2Sweet;Bomba Latina;3:27;2
Boney M;Rivers of Babylon;4:11;2
Ace of Base;Beatiful morning;2:59;2
Whitney Houston;I'm Every Woman;4:43;2
04;Dirty Dancing;3:57;2
03;I promised myself;3:48;1
2 Plus 1;Easy Come,Easy Go;3:15;1
Cezary Mackewcz;Wszystkie drogi prowadza do Mragowa;4:40;1
Goombay Dance Dand;Seven Tears;3:52;1
Mr Fred;Sweat (A La La La La Long);3:43;1
Pupo;Cieli Azzuro;3:11;1
A;Teens  One Night In Bangkok;2:41;6
Czerwone Gitary;W droge;2:20;1
ROD STEWART;Do You Think I'm Sexy;5:11;2
RINGSIDE;Tired Of Being Sorry;4:44;4
ROBERT CHOJNACKI;Prawie Do Nieba;3:33;2
Baby`s Gang;Happy Song;5:33;1
Marco Da Slva;La Bamba;3:23;1
Ricchi E Poveri;Made In Italy;3:20;1
Shorts;Comment Ca Va;3:30;1
The Rubettes;Sugar Baby Love;3:29;2
10;Kasia Klich;3:39;2
The Twins;Love System;3:46;1
02;Anna_Maria_Jopek_;4:36;1
Alexia;uh la la la;3:37;1
Goombay Dance Band;Sun Of Jamaica;4:6;1
Jazzy James;Can you swing it;3:14;3
Ottawan;D.I.S.C.O.;4:57;1
Pizza Boys;Oh le le;3:9;1
P.Lion;Reagge Radio;4:46;1
Queens;Everybody loves the sunshine mx;3:19;1
Umberto Tozzi;Ti Amo;3:51;2
01;C.C.Catch;4:31;1
Seal;Crazy;5:41;1
GERI;Ride It;3:43;2
07;05;3:18;8
Iyaz;Solo;3:24;2
Brodka;Miał Być Ślub;5:7;1
jason derulo;in my head;3:16;13
agnes;sometimes i forget;4:12;6
Red Hot Chilli Peppers;Otherside;4:9;1
Feel;W Odpowiedzi Na Twoj List;7:41;1
Lutricia McNeal;California Dreamin;2:57;2
Gnarls Barkley;Crazy;6:34;8
Taylor Swift;Love Story(Album Version);4:42;3
Lady Gaga;Alejandro;4:43;17
Lenka;The Show;3:49;6
Nek_&_Laura_Pausini_;_Sei_Solo_Tu;5:23;1
Ellie Goulding;Your Biggest Mistake;3:23;5
Jamelia;No More [Radio Edit];2:51;4
Ania Wyszkoni;Zakochaj Nas;4:3;4
Rihanna;Don't Stop The Music;4:26;3
Michael Buble;Haven't Met You Yet;3:57;4
Nola Grey;Starlight;2:53;2
Hey;Kto Tam? Kto Jest w SĚrodku?;3:11;5
Travie McCoy;Billionaire (Radio Edit);3:5;6
Akon;Right Now (Nanana);3:59;2
L;4;4:16;2
Lady Pank;Mniej niz zero;3:58;1
Lombard;Diamentowa kula;4:22;1
Oddzial Zamkniety;Horror;2:26;1
Maanam;Kocham Cie, kochanie moje;4:42;3
Mr Z'oob;Kartka dla Waldka;3:14;1
Azyl P;Mala Maggie;2:18;2
Bajm;Piramidy na niby;4:8;2
Daab;W moim ogrodzie;5:24;3
Kapitan Nemo;Slodkie slowo;4:40;1
Kombi;Black And White;3:52;4
Hurt;Między Pomiędzy Gdzieś;3:53;1
Indios Bravos;Pieśń;4:17;1
Aerosmith;Cryin' [1993];4:58;1
Better Than Ezra;Good [1995];3:3;1
Ace of Base;All That She Wants [1993];4:33;1
Lionel Richie;I Still Believe;3:31;2
04;(I Just) Died In Your Arms [Cutting Crew];5:46;1
In;Grid;3:26;2
Prince;Musicology;4:38;1
Nick Kamen;Each time you break my heart;4:17;2
FR David;Words;3:22;1
KATE RYAN;Only If I;3:46;1
Magda Femme;Maska;3:31;1
G.Markowski & R.Sygitowicz;Kazdej nocy;2:53;23
Mando Diao;Dance With Somebody;3:51;1
Robin Thicke;Lost Without U;4:6;1
Grupa Operacyjna;Badz Soba;3:22;1
SEAN PAUL;Hold My Hand;3:17;2
Beatfreakz;Somebodys Watching Me (Hi Tack Radio Edit);2:42;1
The Pussycat Dolls;Hush Hush;4:29;3
TINA TURNER;When The Heartache Is Over;3:41;1
shirley bassey;get the party started;3:55;1
Feel;No Pokaz Na Co Cie Stac;3:19;2
Sean Kingston;Take You There;3:53;1
Studio 80;Whats Up 2007 [Original Radio Edit];3:39;1
ATB;9 PM (Till I Come);3:12;2
01;shapeshifters_;3:38;1
SUNNY2005;BobsVideoEdit;4:4;1
Kasia Kowalska;Baby Blues;4:23;3
Rihanna Feat Jay;Z;4:0;3
Ameerah Feat Wildboyz;The Sound Of Missing You;3:27;3
Darius & Finlay;Do it all night;3:38;2
Daniela;Push It Up;3:11;1
